HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,GroupId,GroupSize,IsAlone,Deck,CabinNum,Side,TotalSpend,SpendPerAmenity,HasSpent,LogTotalSpend,LogRoomService,LogFoodCourt,LogShoppingMall,LogSpa,LogVRDeck,AgeBin,Transported
1,1,2,34.0,0,0.0,0.0,0.0,0.0,0.0,8,3,0,1,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
1,0,0,45.0,0,39.0,7295.0,589.0,110.0,124.0,8,3,0,1,1.0,0,8157.0,1631.4,1,9.006754319877503,3.6888794541139363,8.895081531754167,6.380122536899765,4.709530201312334,4.8283137373023015,0,1
2,0,2,32.0,0,73.0,0.0,1123.0,0.0,113.0,9,1,1,5,1.0,0,1309.0,261.8,1,7.177782416195197,4.30406509320417,0.0,7.024649030453636,0.0,4.736198448394496,0,1
0,0,2,48.0,0,719.0,1.0,65.0,0.0,24.0,10,1,1,6,1.0,1,809.0,161.8,1,6.697034247666484,6.579251212010101,0.6931471805599453,4.189654742026425,0.0,3.2188758248682006,0,0
0,0,2,28.0,0,8.0,974.0,12.0,2.0,7.0,11,1,1,5,2.0,0,1003.0,200.6,1,6.911747300251674,2.1972245773362196,6.882437470997847,2.5649493574615367,1.0986122886681098,2.0794415416798357,0,1
0,0,2,31.0,0,32.0,0.0,876.0,0.0,0.0,12,1,1,5,427.0,1,908.0,181.6,1,6.812345094177479,3.4965075614664802,0.0,6.776506992372183,0.0,0.0,0,0
2,0,0,27.0,0,1286.0,122.0,0.0,0.0,0.0,14,1,1,5,3.0,0,1408.0,281.6,1,7.25063551189868,7.160069207596127,4.812184355372417,0.0,0.0,0.0,0,0
0,0,0,24.0,0,0.0,1.0,0.0,0.0,637.0,15,1,1,5,4.0,0,638.0,127.6,1,6.459904454377535,0.0,0.6931471805599453,0.0,0.0,6.45833828334479,0,0
2,1,2,45.0,0,0.0,0.0,0.0,0.0,0.0,16,1,1,5,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
0,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,17,2,0,6,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,0,0,14.0,0,412.0,0.0,1.0,0.0,679.0,17,2,0,5,6.0,0,1092.0,218.4,1,6.996681488176539,6.023447592961033,0.0,0.6931471805599453,0.0,6.522092798170152,4,0
0,1,2,1.0,0,0.0,0.0,0.0,0.0,0.0,20,6,0,4,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
0,1,0,49.0,0,0.0,0.0,0.0,0.0,0.0,20,6,0,4,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0,1,0,29.0,0,0.0,0.0,0.0,0.0,0.0,20,6,0,4,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,2,10.0,0,0.0,0.0,0.0,0.0,0.0,20,6,0,4,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,20,6,0,4,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
0,0,2,7.0,0,0.0,0.0,0.0,0.0,0.0,20,6,0,4,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
2,0,2,21.0,0,980.0,2.0,69.0,0.0,0.0,22,1,1,3,0.0,0,1051.0,210.2,1,6.9584483932976555,6.8885724595653635,1.0986122886681098,4.248495242049359,0.0,0.0,0,0
1,1,2,62.0,0,0.0,0.0,0.0,0.0,0.0,24,1,1,2,2.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,1
0,0,2,15.0,0,0.0,225.0,0.0,998.0,0.0,25,1,1,5,6.0,1,1223.0,244.6,1,7.1098794630722715,0.0,5.420534999272286,0.0,6.906754778648554,0.0,4,0
1,0,0,34.0,0,22.0,6073.0,0.0,1438.0,328.0,26,1,1,2,0.0,0,7861.0,1572.2,1,8.969796305981806,3.1354942159291497,8.711772645605693,0.0,7.271703706887368,5.796057750765372,0,0
2,0,2,43.0,0,1125.0,0.0,136.0,48.0,0.0,28,1,1,5,8.0,0,1309.0,261.8,1,7.177782416195197,7.026426808699636,0.0,4.919980925828125,3.8918202981106265,0.0,0,0
0,0,2,32.0,0,0.0,850.0,81.0,437.0,453.0,30,1,1,6,4.0,1,1821.0,364.2,1,7.507690077819904,0.0,6.7464121285733745,4.406719247264253,6.082218910376446,6.118097198041348,0,0
2,0,2,47.0,0,214.0,0.0,1411.0,0.0,1229.0,31,3,0,5,9.0,0,2854.0,570.8,1,7.956827122090111,5.3706380281276624,0.0,7.252762418053187,0.0,7.114769448366463,0,1
2,0,2,2.0,0,0.0,0.0,0.0,0.0,0.0,31,3,0,5,9.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2,0,2,20.0,0,0.0,0.0,1750.0,990.0,0.0,31,3,0,5,9.0,0,2740.0,548.0,1,7.916078096302786,0.0,0.0,7.467942332285852,6.898714534329988,0.0,0,1
1,1,0,28.0,0,0.0,0.0,0.0,0.0,0.0,34,1,1,3,1.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2,0,0,23.0,0,784.0,964.0,0.0,951.0,0.0,35,1,1,3,1.0,0,2699.0,539.8,1,7.90100705199242,6.665683717782408,6.872128101338986,0.0,6.858565034791365,0.0,0,0
0,0,0,15.0,0,0.0,492.0,48.0,20.0,401.0,36,1,1,5,8.0,1,961.0,192.2,1,6.8690144506657065,0.0,6.20050917404269,3.8918202981106265,3.044522437723423,5.996452088619021,4,0
0,0,0,20.0,0,554.0,195.0,0.0,2606.0,0.0,38,1,1,5,10.0,1,3355.0,671.0,1,8.118505067587098,6.318968113746434,5.278114659230517,0.0,7.865955413933502,0.0,0,0
0,1,0,30.0,0,0.0,0.0,0.0,0.0,0.0,39,1,1,6,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0,1,2,17.0,0,0.0,0.0,0.0,0.0,0.0,41,1,1,6,2.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,1
1,0,2,45.0,0,0.0,164.0,45.0,2511.0,855.0,43,1,1,1,3.0,0,3575.0,715.0,1,8.182000136293405,0.0,5.10594547390058,3.828641396489095,7.828834527588089,6.752270376141742,0,0
0,1,2,55.0,0,0.0,0.0,0.0,0.0,0.0,44,3,0,6,3.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0,1,0,4.0,0,0.0,0.0,0.0,0.0,0.0,44,3,0,6,3.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,1,1,21.0,0,0.0,0.0,0.0,0.0,0.0,44,3,0,6,3.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2,0,2,21.0,0,970.0,0.0,180.0,0.0,64.0,45,2,0,5,10.0,0,1214.0,242.8,1,7.102499355774649,6.878326468291325,0.0,5.198497031265826,0.0,4.174387269895637,0,0
2,1,2,19.0,0,0.0,0.0,0.0,0.0,0.0,45,2,0,5,10.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
0,0,0,35.0,0,790.0,0.0,0.0,0.0,0.0,50,1,1,4,1.0,1,790.0,158.0,1,6.673297967767654,6.673297967767654,0.0,0.0,0.0,0.0,0,0
0,0,2,56.0,0,0.0,112.0,0.0,1379.0,127.0,51,1,1,4,2.0,1,1618.0,323.6,1,7.389563953677635,0.0,4.727387818712341,0.0,7.22983877815125,4.852030263919617,0,0
0,0,2,27.0,0,4.0,0.0,2.0,4683.0,0.0,52,1,1,6,6.0,1,4689.0,937.8,1,8.453187861440325,1.6094379124341003,0.0,1.0986122886681098,8.451907724717607,0.0,2,0
0,0,2,25.0,0,0.0,0.0,1938.0,0.0,1.0,53,1,1,5,11.0,1,1939.0,387.8,1,7.570443252057374,0.0,0.0,7.569927655242652,0.0,0.6931471805599453,0,1
1,0,2,2.0,0,0.0,0.0,0.0,0.0,0.0,56,3,0,0,1.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1,1,2,38.0,0,0.0,0.0,0.0,0.0,0.0,56,3,0,0,1.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
1,0,2,27.0,0,279.0,605.0,3374.0,286.0,3.0,56,3,0,0,1.0,1,4547.0,909.4,1,8.422442854870427,5.634789603169249,6.406879986069314,8.12415060330663,5.659482215759621,1.3862943611198906,0,1
0,1,1,36.0,0,0.0,0.0,0.0,0.0,0.0,58,1,1,6,7.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,2,22.0,0,45.0,1096.0,148.0,1377.0,1.0,61,1,1,5,12.0,1,2667.0,533.4,1,7.889084407035514,3.828641396489095,7.00033446027523,5.003946305945459,7.228388451573604,0.6931471805599453,0,0
0,0,2,62.0,0,0.0,592.0,0.0,17.0,25.0,62,1,1,5,13.0,1,634.0,126.8,1,6.453624998892692,0.0,6.385194398997726,0.0,2.8903717578961645,3.258096538021482,3,0
2,1,2,15.0,0,0.0,0.0,0.0,0.0,0.0,64,2,0,5,14.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,1
0,1,2,33.0,0,0.0,0.0,0.0,0.0,0.0,64,2,0,4,3.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
0,0,2,62.0,0,1.0,153.0,197.0,0.0,460.0,66,1,1,6,6.0,0,811.0,162.2,1,6.699500340161678,0.6931471805599453,5.0369526024136295,5.288267030694535,0.0,6.133398042996649,3,0
0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,67,3,0,6,10.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,0,2,18.0,0,1.0,258.0,446.0,0.0,0.0,67,3,0,6,10.0,1,705.0,141.0,1,6.559615237493242,0.6931471805599453,5.556828061699537,6.102558594613569,0.0,0.0,0,1
0,0,0,21.0,0,1946.0,37.0,0.0,0.0,24.0,67,3,0,5,15.0,1,2007.0,401.4,1,7.60489448081162,7.5740450053721995,3.6375861597263857,0.0,0.0,3.2188758248682006,0,0
2,0,2,27.0,0,793.0,0.0,2.0,253.0,0.0,68,1,1,4,4.0,1,1048.0,209.6,1,6.955592608396297,6.677083461247136,0.0,1.0986122886681098,5.537334267018537,0.0,2,0
0,0,2,42.0,0,887.0,0.0,9.0,6.0,0.0,69,1,1,5,16.0,1,902.0,180.4,1,6.805722553416985,6.78897174299217,0.0,2.302585092994046,1.9459101490553132,0.0,0,1
0,0,2,19.0,0,190.0,0.0,5.0,1.0,726.0,70,1,1,5,13.0,0,922.0,184.4,1,6.827629234502852,5.25227342804663,0.0,1.791759469228055,0.6931471805599453,6.588926477533519,0,0
0,0,2,17.0,0,16.0,2165.0,0.0,0.0,52.0,71,1,1,5,14.0,0,2233.0,446.6,1,7.711548979629146,2.833213344056216,7.680637427560936,0.0,0.0,3.970291913552122,4,0
0,0,2,14.0,0,0.0,1.0,0.0,0.0,1063.0,72,1,1,5,17.0,1,1064.0,212.8,1,6.970730078143525,0.0,0.6931471805599453,0.0,0.0,6.96979066990159,4,0
2,0,1,37.0,0,46.0,83.0,738.0,0.0,12.0,73,1,1,3,3.0,0,879.0,175.8,1,6.779921907472252,3.8501476017100584,4.430816798843313,6.6052979209482015,0.0,2.5649493574615367,0,0
1,0,2,42.0,0,1.0,8397.0,0.0,0.0,506.0,74,1,1,2,3.0,1,8904.0,1780.8,1,9.094368195723762,0.6931471805599453,9.035748861244139,0.0,0.0,6.2285110035911835,0,1
2,0,2,27.0,0,147.0,0.0,1018.0,0.0,0.0,76,1,1,5,18.0,1,1165.0,233.0,1,7.061334366910438,4.997212273764115,0.0,6.926577033222725,0.0,0.0,0,1
2,0,2,28.0,0,14.0,0.0,1295.0,0.0,0.0,77,1,1,5,15.0,0,1309.0,261.8,1,7.177782416195197,2.70805020110221,0.0,7.16703787691222,0.0,0.0,0,1
1,0,2,38.0,0,0.0,5840.0,0.0,321.0,9654.0,78,1,1,2,4.0,1,15815.0,3163.0,1,9.668777364850452,0.0,8.67265729404031,0.0,5.7745515455444085,9.175231194862615,0,0
0,1,2,13.0,0,0.0,0.0,0.0,0.0,0.0,81,1,1,6,13.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,0
2,0,2,42.0,0,7406.0,0.0,0.0,0.0,0.0,82,3,0,5,16.0,0,7406.0,1481.2,1,8.91018077801329,8.91018077801329,0.0,0.0,0.0,0.0,0,0
2,1,2,2.0,0,0.0,0.0,0.0,0.0,0.0,82,3,0,5,16.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2,0,2,8.0,0,0.0,0.0,0.0,0.0,0.0,82,3,0,5,16.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,0,2,24.0,0,688.0,0.0,0.0,0.0,17.0,84,1,1,6,14.0,1,705.0,141.0,1,6.559615237493242,6.535241271013659,0.0,0.0,0.0,2.8903717578961645,0,1
1,1,2,40.0,0,0.0,0.0,0.0,0.0,0.0,85,1,1,2,5.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
0,0,2,43.0,0,211.0,0.0,0.0,638.0,513.0,86,1,1,5,17.0,0,1362.0,272.4,1,7.217443431696533,5.356586274672012,0.0,0.0,6.459904454377535,6.2422232654551655,0,0
2,1,1,45.0,0,0.0,0.0,0.0,0.0,0.0,88,1,1,4,5.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
0,1,2,35.0,0,0.0,0.0,0.0,0.0,0.0,90,1,1,6,15.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
0,1,2,26.0,0,0.0,0.0,0.0,0.0,0.0,91,2,0,6,16.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
0,0,2,27.0,0,1.0,697.0,31.0,188.0,0.0,91,2,0,5,20.0,1,917.0,183.4,1,6.822197390620491,0.6931471805599453,6.548219102762372,3.4657359027997265,5.241747015059643,0.0,0,0
0,0,2,19.0,0,0.0,0.0,670.0,1.0,34.0,92,3,0,6,9.0,0,705.0,141.0,1,6.559615237493242,0.0,0.0,6.508769136971682,0.6931471805599453,3.5553480614894135,0,0
0,1,2,0.0,0,0.0,0.0,0.0,0.0,0.0,92,3,0,6,9.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,1,2,3.0,0,0.0,0.0,0.0,0.0,0.0,92,3,0,6,9.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1,0,2,54.0,0,0.0,1208.0,0.0,3.0,637.0,97,1,1,0,2.0,1,1848.0,369.6,1,7.522400231387125,0.0,7.097548850614793,0.0,1.3862943611198906,6.45833828334479,0,0
0,0,2,26.0,0,0.0,856.0,5.0,32.0,0.0,98,2,0,6,11.0,0,893.0,178.6,1,6.795705775173514,0.0,6.75343791859778,1.791759469228055,3.4965075614664802,0.0,0,0
0,0,2,26.0,0,0.0,2811.0,957.0,0.0,87.0,98,2,0,6,11.0,0,3855.0,771.0,1,8.257385655730436,0.0,7.941651252930556,6.86484777797086,0.0,4.477336814478207,0,1
0,0,1,23.0,0,311.0,427.0,526.0,37.0,0.0,99,2,0,5,19.0,0,1301.0,260.2,1,7.171656822768514,5.7430031878094825,6.059123195581797,6.267200548541362,3.6375861597263857,0.0,0,0
0,0,2,2.0,0,0.0,0.0,0.0,0.0,0.0,99,2,0,6,12.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2,1,2,31.0,0,0.0,0.0,0.0,0.0,0.0,101,1,1,5,427.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
0,0,2,18.0,0,0.0,0.0,0.0,830.0,91.0,102,1,1,5,23.0,1,921.0,184.2,1,6.826545223556594,0.0,0.0,0.0,6.7226297948554485,4.5217885770490405,0,0
0,0,2,24.0,0,0.0,0.0,0.0,0.0,17.0,103,3,0,5,24.0,1,17.0,3.4,1,2.8903717578961645,0.0,0.0,0.0,0.0,2.8903717578961645,0,1
0,1,0,9.0,0,0.0,0.0,0.0,0.0,0.0,103,3,0,6,18.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,1,2,6.0,0,0.0,0.0,0.0,0.0,0.0,103,3,0,6,18.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
0,0,2,27.0,0,0.0,0.0,570.0,2.0,131.0,105,1,1,5,21.0,0,703.0,140.6,1,6.556778356158042,0.0,0.0,6.3473892096560105,1.0986122886681098,4.882801922586371,0,0
2,0,2,21.0,0,1743.0,5.0,17.0,0.0,0.0,107,1,1,3,2.0,1,1765.0,353.0,1,7.476472381163905,7.463936604468925,1.791759469228055,2.8903717578961645,0.0,0.0,0,0
0,1,2,23.0,0,0.0,0.0,0.0,0.0,0.0,108,3,0,6,19.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,2,31.0,0,562.0,0.0,326.0,0.0,0.0,108,3,0,6,19.0,1,888.0,177.6,1,6.790097235513905,6.333279628139691,0.0,5.7899601708972535,0.0,0.0,0,0
0,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,108,3,0,6,19.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1,0,2,32.0,0,0.0,410.0,6.0,3929.0,764.0,110,4,0,5,427.0,1,5109.0,1021.8,1,8.53895468319775,0.0,6.018593214496234,1.9459101490553132,8.276394704863307,6.639875833826536,0,0
1,0,2,40.0,0,0.0,331.0,0.0,0.0,1687.0,110,4,0,1,5.0,0,2018.0,403.6,1,7.610357618312838,0.0,5.805134968916488,0.0,0.0,7.431299675155903,0,0
1,0,2,42.0,0,2209.0,11418.0,0.0,1868.0,445.0,110,4,0,1,5.0,0,15940.0,3188.0,1,9.676649685633647,7.700747794511798,9.343033913701648,0.0,7.533158807455563,6.100318952020064,0,1
1,1,2,28.0,0,0.0,0.0,0.0,0.0,0.0,110,4,0,1,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
1,1,2,29.0,0,0.0,0.0,0.0,0.0,0.0,111,1,1,4,6.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
1,0,0,48.0,1,0.0,2537.0,87.0,17.0,13.0,112,1,1,1,1.0,1,2654.0,530.8,1,7.884199933676039,0.0,7.839131648274333,4.477336814478207,2.8903717578961645,2.6390573296152584,0,1
0,0,2,64.0,0,0.0,0.0,804.0,0.0,0.0,113,1,1,5,23.0,0,804.0,160.8,1,6.690842277418564,0.0,0.0,6.690842277418564,0.0,0.0,3,1
0,0,2,27.0,0,82.0,157.0,429.0,238.0,1.0,114,1,1,6,20.0,1,907.0,181.4,1,6.811244378601294,4.418840607796598,5.062595033026967,6.063785208687608,5.476463551931511,0.6931471805599453,0,0
2,0,2,26.0,0,0.0,0.0,0.0,0.0,0.0,115,1,1,5,24.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
1,0,2,33.0,0,1.0,2223.0,0.0,12.0,404.0,116,1,1,3,4.0,0,2640.0,528.0,1,7.878912912297133,0.6931471805599453,7.707062655370473,0.0,2.5649493574615367,6.003887067106539,0,1
0,0,2,39.0,0,0.0,2344.0,0.0,65.0,6898.0,119,2,0,0,0.0,0,9307.0,1861.4,1,9.138629524422182,0.0,7.76004068088038,0.0,4.189654742026425,8.839131752546109,0,0
1,1,2,13.0,0,0.0,0.0,0.0,0.0,0.0,119,2,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,1
2,1,2,24.0,0,0.0,0.0,0.0,0.0,0.0,120,1,1,5,25.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
0,0,2,29.0,0,0.0,0.0,0.0,699.0,74.0,122,1,1,6,21.0,1,773.0,154.6,1,6.651571873589727,0.0,0.0,0.0,6.551080335043404,4.31748811353631,0,0
0,0,2,18.0,0,55.0,597.0,49.0,0.0,1.0,123,1,1,5,27.0,0,702.0,140.4,1,6.555356891810665,4.02535169073515,6.393590753950631,3.912023005428146,0.0,0.6931471805599453,0,0
2,1,2,67.0,0,0.0,0.0,0.0,0.0,0.0,126,1,1,5,27.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,1
2,0,2,35.0,0,701.0,0.0,296.0,0.0,25.0,127,1,1,4,7.0,1,1022.0,204.4,1,6.930494765951626,6.553933404025811,0.0,5.6937321388027,0.0,3.258096538021482,0,0
2,0,2,61.0,1,2353.0,334.0,9.0,316.0,2.0,128,2,0,3,3.0,1,3014.0,602.8,1,8.011355109161286,7.763871287820222,5.814130531825066,2.302585092994046,5.75890177387728,1.0986122886681098,3,0
2,0,2,45.0,0,2103.0,6.0,0.0,0.0,0.0,128,2,0,4,8.0,1,2109.0,421.8,1,7.6544432264701125,7.651595573857601,1.9459101490553132,0.0,0.0,0.0,0,0
0,1,1,22.0,0,0.0,0.0,0.0,0.0,0.0,129,1,1,6,22.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2,1,2,19.0,0,0.0,0.0,0.0,0.0,0.0,133,2,0,5,29.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2,0,2,36.0,0,2738.0,0.0,0.0,0.0,0.0,133,2,0,3,5.0,1,2738.0,547.6,1,7.915348169263078,7.915348169263078,0.0,0.0,0.0,0.0,0,0
0,0,2,19.0,0,0.0,14.0,730.0,0.0,0.0,134,1,1,6,17.0,0,744.0,148.8,1,6.61338421837956,0.0,2.70805020110221,6.594413459749778,0.0,0.0,0,1
0,0,1,47.0,0,97.0,418.0,126.0,25.0,55.0,136,1,1,6,23.0,1,721.0,144.2,1,6.582025138892826,4.584967478670572,6.037870919922137,4.844187086458591,3.258096538021482,4.02535169073515,0,0
0,1,2,13.0,0,0.0,0.0,0.0,0.0,0.0,138,2,0,6,18.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,1
0,0,2,34.0,0,0.0,22.0,0.0,564.0,207.0,138,2,0,4,5.0,0,793.0,158.6,1,6.677083461247136,0.0,3.1354942159291497,0.0,6.336825731146441,5.337538079701318,0,0
1,1,0,35.0,0,0.0,0.0,0.0,0.0,0.0,139,1,1,2,6.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
0,1,2,24.0,0,0.0,0.0,0.0,0.0,0.0,140,2,0,6,19.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
0,0,2,26.0,0,440.0,0.0,0.0,0.0,462.0,140,2,0,5,29.0,0,902.0,180.4,1,6.805722553416985,6.089044875446846,0.0,0.0,0.0,6.137727054086234,0,0
2,0,2,31.0,0,0.0,0.0,97.0,0.0,0.0,141,1,1,5,30.0,0,97.0,19.4,1,4.584967478670572,0.0,0.0,4.584967478670572,0.0,0.0,0,0
0,0,2,20.0,0,0.0,420.0,210.0,0.0,0.0,144,1,1,5,31.0,1,630.0,126.0,1,6.447305862541213,0.0,6.042632833682381,5.351858133476067,0.0,0.0,0,1
0,0,2,56.0,0,0.0,0.0,0.0,0.0,0.0,146,1,1,6,25.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0,1,2,50.0,0,0.0,0.0,0.0,0.0,0.0,147,1,1,6,26.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2,0,2,42.0,0,1072.0,0.0,10.0,0.0,76.0,148,1,1,5,31.0,0,1158.0,231.6,1,7.055312843339752,6.9782137426306985,0.0,2.3978952727983707,0.0,4.343805421853684,0,0
0,1,0,27.0,0,0.0,0.0,0.0,0.0,0.0,149,1,1,6,27.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,1
0,1,0,38.0,0,0.0,0.0,0.0,0.0,0.0,151,1,1,6,20.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,2,41.0,0,0.0,0.0,0.0,0.0,607.0,152,1,1,5,32.0,0,607.0,121.4,1,6.410174881966167,0.0,0.0,0.0,0.0,6.410174881966167,0,0
0,0,2,22.0,0,4119.0,0.0,0.0,0.0,61.0,160,1,1,6,22.0,0,4180.0,836.0,1,8.338305731356565,8.323608442343572,0.0,0.0,0.0,4.127134385045092,0,0
1,1,2,26.0,0,0.0,0.0,0.0,0.0,0.0,163,2,0,1,8.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
1,1,2,17.0,0,0.0,0.0,0.0,0.0,0.0,163,2,0,1,8.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,1
0,0,2,57.0,0,50.0,1688.0,0.0,0.0,135.0,164,2,0,6,28.0,1,1873.0,374.6,1,7.535830462798367,3.9318256327243257,7.4318919168078,0.0,0.0,4.912654885736052,0,1
